frame,timeframe,frame_processing_time_ms,left_hip_x,left_hip_y,left_hip_z,left_hip_conf,left_knee_x,left_knee_y,left_knee_z,left_knee_conf,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_conf,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_conf,left_foot_direction,left_knee_angle,left_knee_incorrect,right_hip_x,right_hip_y,right_hip_z,right_hip_conf,right_knee_x,right_knee_y,right_knee_z,right_knee_conf,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_conf,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_conf,right_foot_direction,right_knee_angle,right_knee_incorrect
0,0.0,318.53222846984863,0.5511453747749329,0.523406982421875,-0.00785342138260603,0.999947190284729,0.5672839283943176,0.6248125433921814,-0.06405427306890488,0.9868948459625244,0.5809167623519897,0.7258079051971436,0.04733484238386154,0.9927035570144653,0.6111907362937927,0.7583083510398865,-0.18135254085063934,0.9901618957519531,forward,103.75279025320576,1,0.45822247862815857,0.5250478982925415,0.007463021669536829,0.9999368190765381,0.4323427081108093,0.6263452172279358,-0.06712409108877182,0.9897193908691406,0.40739676356315613,0.7274381518363953,0.06381980329751968,0.9928431510925293,0.38866549730300903,0.758952260017395,-0.1442846655845642,0.9891756176948547,forward,92.98618289042707,1
1,0.03336666666666667,101.92179679870605,0.5518911480903625,0.5239051580429077,-0.005067639052867889,0.99994295835495,0.5680204629898071,0.6268342137336731,-0.03763841837644577,0.9840655326843262,0.581007719039917,0.7264336347579956,0.07365209609270096,0.9910826683044434,0.6107519865036011,0.7578645348548889,-0.1444094181060791,0.9880456924438477,forward,114.6931803503412,1,0.4586277902126312,0.5259431004524231,0.004637781996279955,0.9999306797981262,0.43247631192207336,0.6281107664108276,-0.06913616508245468,0.9873133897781372,0.4073985815048218,0.7274561524391174,0.06787843257188797,0.9910171031951904,0.3892883360385895,0.7589608430862427,-0.12699821591377258,0.9866141676902771,forward,91.81546055986698,1
2,0.06673333333333334,95.87597846984863,0.5539306998252869,0.5239859819412231,-0.004888797644525766,0.9999371767044067,0.5697606205940247,0.6273058652877808,-0.04181978851556778,0.9802733659744263,0.5810651779174805,0.7270016074180603,0.0715244933962822,0.9890444874763489,0.6105818748474121,0.7577438950538635,-0.15361662209033966,0.985522985458374,forward,112.02698282464195,1,0.46034660935401917,0.5261061787605286,0.004447586368769407,0.9999228119850159,0.43290266394615173,0.6286288499832153,-0.07565897703170776,0.9840373992919922,0.40740808844566345,0.7274486422538757,0.06299465894699097,0.9887194037437439,0.3897397518157959,0.7590152621269226,-0.1292392611503601,0.983516275882721,forward,89.30889444007153,1
3,0.10010000000000001,98.07777404785156,0.5569880604743958,0.5239886045455933,-0.0045110201463103294,0.9999310374259949,0.5725045800209045,0.6273384094238281,-0.043252043426036835,0.9768350124359131,0.5810927152633667,0.7272593975067139,0.05791053548455238,0.9871748089790344,0.6104992628097534,0.7576667070388794,-0.15591631829738617,0.9831128120422363,forward,114.32885225655797,1,0.4630732238292694,0.5261188745498657,0.00406358577311039,0.999915599822998,0.43373343348503113,0.6287373900413513,-0.08114346116781235,0.9810000658035278,0.40741047263145447,0.7273454666137695,0.0439508818089962,0.9867967367172241,0.3898002505302429,0.7590023875236511,-0.14786288142204285,0.980825662612915,forward,90.60393282059128,1
4,0.13346666666666668,89.85090255737305,0.5598738789558411,0.5239953398704529,-0.0045589422807097435,0.9999260902404785,0.5756279230117798,0.6273390054702759,-0.0450722835958004,0.9743515849113464,0.5811235308647156,0.7275289297103882,0.05723544582724571,0.9858875274658203,0.6104338765144348,0.7576457262039185,-0.15847709774971008,0.9814708828926086,forward,113.0708413491054,1,0.4660342037677765,0.5261133909225464,0.004109239671379328,0.9999113082885742,0.43449774384498596,0.6288076043128967,-0.07991752028465271,0.9789665341377258,0.40741196274757385,0.7272613048553467,0.058951858431100845,0.9854615926742554,0.38979974389076233,0.7589905261993408,-0.14186395704746246,0.9788487553596497,forward,88.28412980878389,1
5,0.16683333333333333,91.50528907775879,0.5619718432426453,0.5239824056625366,-0.004938032943755388,0.999923050403595,0.5777613520622253,0.6273259520530701,-0.04538925364613533,0.9722092747688293,0.5811390280723572,0.7276247143745422,0.054661307483911514,0.98483806848526,0.6103347539901733,0.75761479139328,-0.1714620143175125,0.9801786541938782,forward,113.64669387403256,1,0.4680856764316559,0.5259897708892822,0.0044922796078026295,0.9999086260795593,0.4349548816680908,0.6287790536880493,-0.07229328900575638,0.9769608974456787,0.4073788821697235,0.7271907329559326,0.07232828438282013,0.9843558669090271,0.3896908164024353,0.759050726890564,-0.13419583439826965,0.9772396087646484,forward,89.8154896588915,1
6,0.20020000000000002,93.72520446777344,0.563330888748169,0.5240816473960876,-0.005104036070406437,0.9999182224273682,0.5795791149139404,0.6273020505905151,-0.045776575803756714,0.96793532371521,0.5811728835105896,0.7277473211288452,0.03166818246245384,0.9827101826667786,0.610340416431427,0.7576143741607666,-0.1885889321565628,0.9774038195610046,forward,120.61882036473715,1,0.46957623958587646,0.5259081721305847,0.004655677359551191,0.9999039173126221,0.43523117899894714,0.628682017326355,-0.07821115106344223,0.9732863903045654,0.4073568284511566,0.7271267175674438,0.04628674313426018,0.9819197654724121,0.3896886706352234,0.7590684294700623,-0.1507919877767563,0.9737737774848938,forward,91.97641407578352,1
7,0.23356666666666667,93.31107139587402,0.564518928527832,0.5242440104484558,-0.004781711380928755,0.9999130368232727,0.5807631015777588,0.6272655129432678,-0.04293166100978851,0.9629027843475342,0.5812740325927734,0.7277412414550781,0.03483026474714279,0.9801198840141296,0.6099334359169006,0.7576138973236084,-0.18557371199131012,0.974056601524353,forward,121.59809684053144,1,0.47037261724472046,0.5259028673171997,0.004338821861892939,0.9998989105224609,0.4354725480079651,0.6283194422721863,-0.08363012969493866,0.9695581197738647,0.4072451591491699,0.727011501789093,0.03908002749085426,0.9791985750198364,0.39125820994377136,0.7591135501861572,-0.157202810049057,0.9698585271835327,forward,90.76576106234506,1
8,0.26693333333333336,87.94879913330078,0.5646340250968933,0.5242536067962646,-0.0044196299277246,0.9999087452888489,0.5814111828804016,0.6271869540214539,-0.044073086231946945,0.9584819674491882,0.5813018679618835,0.7277122139930725,0.03653331845998764,0.9777812957763672,0.6092298030853271,0.7575917840003967,-0.1831977367401123,0.9712357521057129,forward,119.8201833618745,1,0.4705996513366699,0.5258862972259521,0.003983089234679937,0.9998947381973267,0.4354909062385559,0.628170907497406,-0.08791838586330414,0.9663939476013184,0.4070838391780853,0.7267055511474609,0.04284445941448212,0.9769184589385986,0.39230501651763916,0.7591581344604492,-0.15550556778907776,0.9666244387626648,forward,87.71231586194158,1
9,0.3003,93.83511543273926,0.5643847584724426,0.5242435336112976,-0.004111005458980799,0.9999049305915833,0.5814648270606995,0.627178430557251,-0.0398278646171093,0.9538318514823914,0.5813067555427551,0.7276720404624939,0.03976333886384964,0.9758326411247253,0.6087534427642822,0.757449746131897,-0.1760205179452896,0.9685767889022827,forward,122.03267279724432,1,0.47041136026382446,0.5257929563522339,0.003673100844025612,0.9998905658721924,0.4354693591594696,0.628163754940033,-0.08691050857305527,0.9631925225257874,0.4070042371749878,0.7264834046363831,0.04481477290391922,0.9748010039329529,0.39287519454956055,0.7591175436973572,-0.15406565368175507,0.9634351134300232,forward,87.87563061439789,1
