frame,timeframe,frame_processing_time_ms,frame_width,frame_height,left_hip_x,left_hip_y,left_hip_z,left_hip_conf,left_knee_x,left_knee_y,left_knee_z,left_knee_conf,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_conf,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_conf,left_foot_direction,left_knee_angle,left_knee_incorrect,right_hip_x,right_hip_y,right_hip_z,right_hip_conf,right_knee_x,right_knee_y,right_knee_z,right_knee_conf,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_conf,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_conf,right_foot_direction,right_knee_angle,right_knee_incorrect
10,0.33366666666666667,52.50096321105957,1080,1920,0.5413168668746948,0.5226457118988037,,0.9997208714485168,0.5626721382141113,0.6267834901809692,,0.9857824444770813,0.5866482853889465,0.7188425660133362,,0.9850924015045166,0.6020945310592651,0.7483342289924622,,0.975152850151062,forward,162.30367740874112,0,0.45140591263771057,0.5245516300201416,,0.9996656775474548,0.4230801463127136,0.6259319186210632,,0.9859498143196106,0.41192540526390076,0.717696487903595,,0.9840773940086365,0.40004056692123413,0.7509909272193909,,0.9745790362358093,forward,167.3968063874257,1
11,0.3670333333333333,64.73398208618164,1080,1920,0.541297972202301,0.5234013199806213,,0.999721109867096,0.5626607537269592,0.6278721690177917,,0.9862765669822693,0.5865669250488281,0.7190414071083069,,0.9854764342308044,0.6016690731048584,0.7483341693878174,,0.9757677316665649,forward,160.64313082270212,0,0.45138585567474365,0.5257471799850464,,0.9996660351753235,0.4231093227863312,0.626886785030365,,0.9864778518676758,0.41191133856773376,0.7176461815834045,,0.9845250248908997,0.3999631106853485,0.7509183287620544,,0.9751943945884705,forward,162.2198907124422,1
12,0.40040000000000003,49.31306838989258,1080,1920,0.5413506031036377,0.523929238319397,,0.9997204542160034,0.562653124332428,0.6286911368370056,,0.986710786819458,0.5862837433815002,0.7191155552864075,,0.9857963919639587,0.6010048389434814,0.7483332753181458,,0.976262629032135,forward,159.3520253769396,0,0.45147016644477844,0.5267117023468018,,0.9996654987335205,0.42365431785583496,0.6275346875190735,,0.9868946075439453,0.41186144948005676,0.7176087498664856,,0.9848456382751465,0.39985087513923645,0.7504931092262268,,0.9756134748458862,forward,158.806353045841,1
13,0.4337666666666667,60.81581115722656,1080,1920,0.541368305683136,0.5243045687675476,,0.999716579914093,0.5629505515098572,0.6285136342048645,,0.9870830178260803,0.5860133767127991,0.719102144241333,,0.9860824942588806,0.6007207632064819,0.7483262419700623,,0.9766955375671387,forward,153.74096432803518,0,0.45150041580200195,0.5272743701934814,,0.9996618628501892,0.4241281747817993,0.627708375453949,,0.9872531294822693,0.4117910861968994,0.7175304293632507,,0.9851445555686951,0.3998536765575409,0.7499875426292419,,0.9759921431541443,forward,156.69347915289205,1
14,0.46713333333333334,56.345224380493164,1080,1920,0.5414120554924011,0.524885356426239,,0.9997079968452454,0.5634803771972656,0.6285781860351562,,0.9873381853103638,0.5858238339424133,0.7192133665084839,,0.986238956451416,0.600641131401062,0.7484185695648193,,0.976896345615387,forward,151.51701974578967,0,0.45165008306503296,0.527890682220459,,0.9996528029441833,0.42493829131126404,0.6278204321861267,,0.9874247312545776,0.4117869436740875,0.7174418568611145,,0.9852200150489807,0.4000014364719391,0.7494299411773682,,0.9760177731513977,forward,154.58621406496127,1
15,0.5005000000000001,49.24583435058594,1080,1920,0.5414744019508362,0.5248686075210571,,0.9996959567070007,0.5647425055503845,0.6283582448959351,,0.9876390099525452,0.5857497453689575,0.7191786170005798,,0.9864233136177063,0.600422739982605,0.7484356164932251,,0.9771052002906799,forward,151.0899229366356,0,0.4517209231853485,0.5278811454772949,,0.9996416568756104,0.4252820312976837,0.6278073191642761,,0.9876216053962708,0.41179946064949036,0.7172719240188599,,0.9853271842002869,0.4001539945602417,0.7488501667976379,,0.9760443568229675,forward,154.1899418652933,1
16,0.5338666666666667,56.05506896972656,1080,1920,0.5415838956832886,0.5255455374717712,,0.9996793866157532,0.5659746527671814,0.6282703280448914,,0.9877596497535706,0.5855533480644226,0.7191806435585022,,0.9863960146903992,0.6000671982765198,0.7485467195510864,,0.9769935011863708,forward,148.86768447899527,1,0.4518156349658966,0.5281850695610046,,0.9996263384819031,0.4252339005470276,0.6278165578842163,,0.9876653552055359,0.4118061065673828,0.7171952724456787,,0.985223114490509,0.40022534132003784,0.7485800385475159,,0.9757717251777649,forward,153.14763180100405,1
17,0.5672333333333334,56.34713172912598,1080,1920,0.5417682528495789,0.5263771414756775,,0.9996592998504639,0.5687869787216187,0.6283066868782043,,0.9875599145889282,0.5853563547134399,0.7191849946975708,,0.9860673546791077,0.6000491380691528,0.7486343383789062,,0.9764577746391296,forward,146.7758056628254,1,0.4519089162349701,0.5289134979248047,,0.999604344367981,0.42516788840293884,0.6279138922691345,,0.987429678440094,0.4118717610836029,0.7171582579612732,,0.9848089814186096,0.40098506212234497,0.7485354542732239,,0.9750238060951233,forward,151.21107506787467,1
18,0.6006,49.51190948486328,1080,1920,0.5424618124961853,0.527967631816864,,0.9996406435966492,0.5717363357543945,0.6287816762924194,,0.9859340190887451,0.5851001143455505,0.7192542552947998,,0.9847556352615356,0.600121259689331,0.7486938238143921,,0.9743448495864868,forward,143.65378173088197,1,0.4523389935493469,0.5306949019432068,,0.9995802044868469,0.42408519983291626,0.6289060115814209,,0.9855822324752808,0.4122099280357361,0.7171554565429688,,0.9829094409942627,0.4010232985019684,0.7485069632530212,,0.9724464416503906,forward,147.2394526410089,1
19,0.6339666666666667,55.67479133605957,1080,1920,0.5437124967575073,0.5302883386611938,,0.9996249675750732,0.573549211025238,0.6296910643577576,,0.9845654964447021,0.5850950479507446,0.719326913356781,,0.9836341142654419,0.600495457649231,0.7486982941627502,,0.9724124073982239,forward,139.65859152878147,1,0.4529518783092499,0.5336978435516357,,0.9995613098144531,0.4227299094200134,0.6298862099647522,,0.9836916923522949,0.41247305274009705,0.7172060012817383,,0.9810867309570312,0.4004238247871399,0.7487388849258423,,0.9699517488479614,forward,141.56530382231318,1
20,0.6673333333333333,56.62798881530762,1080,1920,0.5442657470703125,0.5326133966445923,,0.9996185302734375,0.5755450129508972,0.629876971244812,,0.9835518002510071,0.5850879549980164,0.7188594341278076,,0.9826324582099915,0.6004060506820679,0.7487622499465942,,0.9706440567970276,forward,135.24017920133306,1,0.4533740282058716,0.5355794429779053,,0.9995539784431458,0.4208323061466217,0.6305659413337708,,0.9822272062301636,0.4131455719470978,0.7170391082763672,,0.9795988202095032,0.3991331458091736,0.7487425208091736,,0.9679308533668518,forward,138.0703421095714,1
21,0.7007,55.72199821472168,1080,1920,0.5448967814445496,0.5354982018470764,,0.9996074438095093,0.5760241746902466,0.6310919523239136,,0.984381914138794,0.58465576171875,0.7188648581504822,,0.9831556677818298,0.6005628705024719,0.7487615346908569,,0.9713772535324097,forward,131.1260947397257,1,0.45454972982406616,0.5379160046577454,,0.9995444416999817,0.42012184858322144,0.6306542158126831,,0.983034610748291,0.41333088278770447,0.716166079044342,,0.9802647829055786,0.39894863963127136,0.7487439513206482,,0.9686957001686096,forward,133.1813798231124,1
22,0.7340666666666666,55.71103096008301,1080,1920,0.5451512932777405,0.538793683052063,,0.9996050596237183,0.5763997435569763,0.6318649053573608,,0.9841787219047546,0.5838470458984375,0.7189599275588989,,0.982689619064331,0.600766122341156,0.7485636472702026,,0.9706001281738281,forward,127.00457886253997,1,0.45526841282844543,0.5414121150970459,,0.999543309211731,0.41669270396232605,0.6311400532722473,,0.9825156331062317,0.4135061204433441,0.7160013914108276,,0.9797384142875671,0.3978320062160492,0.748828113079071,,0.9680009484291077,forward,128.32229427990362,1
23,0.7674333333333333,55.92918395996094,1080,1920,0.5451816320419312,0.542765200138092,,0.9995965957641602,0.5783186554908752,0.6317296624183655,,0.9845244288444519,0.5832106471061707,0.7189302444458008,,0.9826269745826721,0.6008810997009277,0.7484745383262634,,0.9705244898796082,forward,122.60112481779217,1,0.4558219015598297,0.5455924272537231,,0.9995342493057251,0.41471660137176514,0.6322384476661682,,0.9828429222106934,0.4136490225791931,0.7159767150878906,,0.9798282384872437,0.3950057327747345,0.7488309144973755,,0.9681634306907654,forward,123.15758269049633,1
24,0.8008000000000001,55.80401420593262,1080,1920,0.5451866984367371,0.5464655756950378,,0.9995923042297363,0.5804088115692139,0.6318382024765015,,0.9850276112556458,0.5829522609710693,0.7189333438873291,,0.9826935529708862,0.6011228561401367,0.7484686970710754,,0.9706846475601196,forward,118.91048087280495,1,0.45608869194984436,0.549331545829773,,0.9995197653770447,0.4124455749988556,0.6344391107559204,,0.9832051992416382,0.4136185348033905,0.7157489657402039,,0.9795993566513062,0.3943215608596802,0.748916745185852,,0.9679319262504578,forward,118.21353469152751,1
25,0.8341666666666667,55.938720703125,1080,1920,0.5450417995452881,0.550076425075531,,0.999585747718811,0.5808231830596924,0.633419394493103,,0.9855954051017761,0.5830231308937073,0.7192214131355286,,0.9828506112098694,0.6014792323112488,0.7484683990478516,,0.970991313457489,forward,115.3210995465093,1,0.45666566491127014,0.551899254322052,,0.9995092749595642,0.4097847044467926,0.6362887620925903,,0.9837296009063721,0.4129640460014343,0.7157210111618042,,0.9796515107154846,0.3929252326488495,0.7489196062088013,,0.9680943489074707,forward,115.13559492597464,1
26,0.8675333333333334,58.2118034362793,1080,1920,0.544922411441803,0.5551108717918396,,0.999581515789032,0.5819428563117981,0.6341373920440674,,0.9861709475517273,0.5840135812759399,0.7189750671386719,,0.9830105304718018,0.6021729111671448,0.7483435869216919,,0.9713221788406372,forward,110.36411254993517,1,0.4567037522792816,0.5559433698654175,,0.9995076656341553,0.40797269344329834,0.6369847059249878,,0.9843984246253967,0.4116271138191223,0.7155598402023315,,0.9800409078598022,0.3919089138507843,0.7487934827804565,,0.9686546921730042,forward,110.88083452151042,1
27,0.9009,55.384159088134766,1080,1920,0.5447607636451721,0.5585607290267944,,0.9995912909507751,0.583266019821167,0.6344555020332336,,0.9867799878120422,0.5841337442398071,0.7189581990242004,,0.9831858277320862,0.6031161546707153,0.748174250125885,,0.971758246421814,forward,107.40699484249708,1,0.4566790461540222,0.5591664910316467,,0.9995197653770447,0.4067821800708771,0.6365688443183899,,0.9850648641586304,0.41080498695373535,0.715243935585022,,0.980431079864502,0.3912068009376526,0.7487993240356445,,0.9692524671554565,forward,107.73520557986323,1
28,0.9342666666666667,54.82292175292969,1080,1920,0.5444274544715881,0.5616706609725952,,0.9996085166931152,0.5848751068115234,0.6346534490585327,,0.9874429702758789,0.5845479965209961,0.7197213768959045,,0.9834482669830322,0.6042394042015076,0.7481408715248108,,0.9723730683326721,forward,105.84166166333645,1,0.45642539858818054,0.5626032948493958,,0.9995381832122803,0.40449050068855286,0.6364772319793701,,0.9856718182563782,0.41049984097480774,0.7150190472602844,,0.9805974364280701,0.39101818203926086,0.748752772808075,,0.9696679711341858,forward,104.61056425797084,1
29,0.9676333333333333,54.61621284484863,1080,1920,0.5442091822624207,0.5651177167892456,,0.999630868434906,0.5853365659713745,0.634967029094696,,0.9881061315536499,0.5845772624015808,0.7199875712394714,,0.9838109612464905,0.6047897934913635,0.7482114434242249,,0.9731238484382629,forward,103.43954651176797,1,0.4560478627681732,0.5659598112106323,,0.9995628595352173,0.40321066975593567,0.6363469362258911,,0.986291229724884,0.40940386056900024,0.715019166469574,,0.9807440638542175,0.3911200165748596,0.7487026453018188,,0.9700621962547302,forward,101.9820298089306,1
30,1.0010000000000001,54.59403991699219,1080,1920,0.5440389513969421,0.5690758228302002,,0.9996532201766968,0.585488498210907,0.6359329223632812,,0.9887170195579529,0.5845760703086853,0.7199859023094177,,0.9840590953826904,0.6049236059188843,0.7482361197471619,,0.973753035068512,forward,100.09515023513656,1,0.45562422275543213,0.5697088241577148,,0.9995890855789185,0.40180233120918274,0.6365559697151184,,0.9869009256362915,0.40907058119773865,0.7152053713798523,,0.9809756875038147,0.3911905586719513,0.7484528422355652,,0.9705374836921692,forward,99.25756692771651,1
31,1.0343666666666667,54.71944808959961,1080,1920,0.5439317226409912,0.573081374168396,,0.9996768832206726,0.5862641930580139,0.6363745331764221,,0.9893502593040466,0.5845381021499634,0.7202523350715637,,0.9844657182693481,0.605508029460907,0.7483046650886536,,0.9745714664459229,forward,97.39750895483375,1,0.4552852213382721,0.5738275051116943,,0.9996167421340942,0.4007895290851593,0.6364540457725525,,0.9875226020812988,0.4082832336425781,0.7153351902961731,,0.981230616569519,0.3906897008419037,0.7483978271484375,,0.971009373664856,forward,96.45240322934612,1
32,1.0677333333333334,54.440975189208984,1080,1920,0.5436557531356812,0.5760824084281921,,0.9996997117996216,0.5874016284942627,0.636867344379425,,0.9899536967277527,0.5843666195869446,0.7204557061195374,,0.9849188923835754,0.6071420907974243,0.7483012676239014,,0.9754578471183777,forward,95.3511243660648,1,0.4544825851917267,0.5769206285476685,,0.999643087387085,0.40036094188690186,0.6368452310562134,,0.9881132245063782,0.40832364559173584,0.7154161334037781,,0.9814854264259338,0.3906834125518799,0.748406171798706,,0.97151780128479,forward,94.1823945609618,1
33,1.1011,54.94093894958496,1080,1920,0.5432685017585754,0.5786994099617004,,0.9997212886810303,0.5877022743225098,0.6371843814849854,,0.9904910326004028,0.5842934250831604,0.7202819585800171,,0.9852420687675476,0.6071441769599915,0.7483346462249756,,0.9762094020843506,forward,93.24603332978745,1,0.45416951179504395,0.5800923109054565,,0.9996692538261414,0.3997771441936493,0.6374294757843018,,0.988650381565094,0.40871837735176086,0.7157471776008606,,0.9819281101226807,0.3907182812690735,0.7485344409942627,,0.972263753414154,forward,92.10535311244509,1
34,1.1344666666666667,55.4196834564209,1080,1920,0.5424036979675293,0.5824366807937622,,0.9997423887252808,0.5878751873970032,0.6376445889472961,,0.991048276424408,0.584079921245575,0.7202538847923279,,0.9857138991355896,0.6072956323623657,0.7484597563743591,,0.977124810218811,forward,90.54943431062802,1,0.45351219177246094,0.5838039517402649,,0.9996940493583679,0.39865976572036743,0.6389630436897278,,0.9892323017120361,0.40882861614227295,0.7157527804374695,,0.9822818636894226,0.39051052927970886,0.7485551238059998,,0.9729157090187073,forward,88.89910232654292,1
35,1.1678333333333333,55.563926696777344,1080,1920,0.5420510172843933,0.5862987637519836,,0.9997620582580566,0.5879586338996887,0.6380865573883057,,0.9914988279342651,0.584388017654419,0.7196695804595947,,0.985987663269043,0.6072734594345093,0.7484482526779175,,0.9778246879577637,forward,87.21977731728201,1,0.45310893654823303,0.5871873497962952,,0.9997173547744751,0.39855194091796875,0.6392350792884827,,0.989738404750824,0.40885162353515625,0.7159814238548279,,0.9825929999351501,0.3904212713241577,0.7485753893852234,,0.9735422730445862,forward,86.79113046777675,1
36,1.2012,53.98297309875488,1080,1920,0.5418680906295776,0.5886849164962769,,0.9997806549072266,0.587859570980072,0.6380294561386108,,0.9918858408927917,0.584526002407074,0.7185307741165161,,0.986301600933075,0.6070270538330078,0.748533308506012,,0.9785732626914978,forward,84.5161522278676,1,0.45278918743133545,0.5899163484573364,,0.9997391104698181,0.398445188999176,0.6392143964767456,,0.9901362061500549,0.4088834524154663,0.7160087823867798,,0.9828068614006042,0.3900359869003296,0.7485199570655823,,0.9741203188896179,forward,85.06013593099748,1
37,1.2345666666666666,54.457902908325195,1080,1920,0.541728138923645,0.5894819498062134,,0.9997977614402771,0.5880728363990784,0.6376981735229492,,0.9922128915786743,0.5845063924789429,0.718367874622345,,0.9865506887435913,0.6060353517532349,0.7485338449478149,,0.9792940616607666,forward,83.99976807946932,1,0.4527503252029419,0.5907536149024963,,0.9997592568397522,0.3986656963825226,0.6391021013259888,,0.9904811382293701,0.4088429808616638,0.7161963582038879,,0.9831608533859253,0.38922715187072754,0.7487293481826782,,0.9748906493186951,forward,84.78553025452939,1
38,1.2679333333333334,54.791927337646484,1080,1920,0.5410804748535156,0.5910996198654175,,0.9998133182525635,0.5883827209472656,0.637793242931366,,0.9925576448440552,0.5844941735267639,0.7182114124298096,,0.9868379235267639,0.6057875752449036,0.7485188841819763,,0.9799465537071228,forward,82.79575049537786,1,0.4526728689670563,0.5924593806266785,,0.999777615070343,0.39881232380867004,0.639700174331665,,0.9908530116081238,0.4088175296783447,0.7163649201393127,,0.9834262132644653,0.38829663395881653,0.7487865090370178,,0.9754485487937927,forward,83.60145291627167,1
39,1.3013000000000001,54.692745208740234,1080,1920,0.5408328771591187,0.5922881960868835,,0.9998277425765991,0.5885986685752869,0.6377565860748291,,0.9927786588668823,0.5844568610191345,0.7182265520095825,,0.9869564175605774,0.6057121157646179,0.7488262057304382,,0.9804273247718811,forward,82.10501490555639,1,0.45261478424072266,0.5937421321868896,,0.9997950196266174,0.398870587348938,0.6396386623382568,,0.9909964799880981,0.4088304340839386,0.716492772102356,,0.9836103320121765,0.3878501355648041,0.7487829327583313,,0.9759377837181091,forward,82.9607341168054,1
40,1.3346666666666667,55.78804016113281,1080,1920,0.5407185554504395,0.5924952626228333,,0.9998404383659363,0.5885636210441589,0.6369214653968811,,0.9930424690246582,0.5843304991722107,0.7182294726371765,,0.987147867679596,0.6052109003067017,0.7488280534744263,,0.980994462966919,forward,82.3823616542536,1,0.4525865316390991,0.5935215353965759,,0.9998106956481934,0.3989664912223816,0.6395559906959534,,0.991299569606781,0.4088065028190613,0.7167755961418152,,0.9839449524879456,0.3870391249656677,0.7487175464630127,,0.9766001105308533,forward,83.45639632074253,1
41,1.3680333333333334,55.18198013305664,1080,1920,0.5404039621353149,0.5922852158546448,,0.9998527765274048,0.5884955525398254,0.6362532377243042,,0.9932767748832703,0.584327757358551,0.7182405591011047,,0.9873368740081787,0.6052604913711548,0.7489332556724548,,0.9815570712089539,forward,82.85908211665654,1,0.45235127210617065,0.5928058624267578,,0.9998255372047424,0.39904406666755676,0.6394903063774109,,0.9915121793746948,0.4089099168777466,0.7169102430343628,,0.9841524362564087,0.38696640729904175,0.7486222982406616,,0.9771323800086975,forward,84.09314402104015,1
42,1.4014,53.71403694152832,1080,1920,0.5402294993400574,0.5913626551628113,,0.9998637437820435,0.5883880853652954,0.6361590027809143,,0.9935396909713745,0.5843285918235779,0.7185827493667603,,0.9875636100769043,0.6055182218551636,0.7490513920783997,,0.9820840358734131,forward,83.85151939098432,1,0.45232969522476196,0.5916432738304138,,0.999838650226593,0.39910265803337097,0.6394784450531006,,0.9917815327644348,0.40894293785095215,0.7170585989952087,,0.9843055009841919,0.38702473044395447,0.7485191822052002,,0.9775185585021973,forward,85.0059379096478,1
43,1.4347666666666667,54.2447566986084,1080,1920,0.5398074984550476,0.5904647707939148,,0.999873161315918,0.5883647799491882,0.6361666917800903,,0.9938145279884338,0.5843289494514465,0.7187595963478088,,0.9878067970275879,0.6063700914382935,0.7491542100906372,,0.9825481176376343,forward,84.59334595387139,1,0.4518764913082123,0.5909776091575623,,0.9998497366905212,0.3991803228855133,0.63941490650177,,0.9921131730079651,0.4089526832103729,0.7172126173973083,,0.9844521880149841,0.3870603144168854,0.7483936548233032,,0.9777997732162476,forward,85.63856732703928,1
44,1.4681333333333333,54.65579032897949,1080,1920,0.5393780469894409,0.5891141295433044,,0.9998798370361328,0.588370144367218,0.6375080943107605,,0.9940520524978638,0.5843302607536316,0.7190970182418823,,0.9880069494247437,0.6068103313446045,0.7491790056228638,,0.9827752709388733,forward,85.11271518819402,1,0.4515032172203064,0.5879451036453247,,0.9998575448989868,0.39921602606773376,0.639695942401886,,0.9923714399337769,0.40915733575820923,0.7175852656364441,,0.9845248460769653,0.38683977723121643,0.7483900785446167,,0.9777437448501587,forward,87.885792182149,1
45,1.5015,54.48603630065918,1080,1920,0.5393671989440918,0.5853099226951599,,0.9998863339424133,0.5883204340934753,0.6377341151237488,,0.9942774176597595,0.5843275785446167,0.7193674445152283,,0.988196849822998,0.6070719957351685,0.7492009401321411,,0.9830193519592285,forward,87.67667984886603,1,0.4513593316078186,0.5843902230262756,,0.9998648166656494,0.39987045526504517,0.6396644115447998,,0.9926508069038391,0.40940406918525696,0.7178745269775391,,0.9846610426902771,0.3865904211997986,0.7483907341957092,,0.9778095483779907,forward,90.58685551279878,1
46,1.5348666666666666,55.78494071960449,1080,1920,0.5390651822090149,0.581337571144104,,0.9998912811279297,0.5882605910301208,0.6378394961357117,,0.9944713711738586,0.5842366218566895,0.7196754813194275,,0.9883191585540771,0.6072901487350464,0.7492496371269226,,0.983069121837616,forward,90.51311359353586,1,0.45092451572418213,0.5805051922798157,,0.9998695850372314,0.40071728825569153,0.6395382285118103,,0.9928689002990723,0.40942493081092834,0.7180609107017517,,0.9844841957092285,0.3865419030189514,0.7483933568000793,,0.9773671627044678,forward,93.50765469098225,1
47,1.5682333333333334,55.07779121398926,1080,1920,0.5387693047523499,0.5776155591011047,,0.9998974800109863,0.5878257751464844,0.6371302008628845,,0.9946988821029663,0.5841092467308044,0.7197418808937073,,0.9885646104812622,0.6072799563407898,0.7494150400161743,,0.9833604693412781,forward,93.36766173201399,1,0.4505366086959839,0.5768184065818787,,0.9998757243156433,0.4010002613067627,0.6392170190811157,,0.9931207299232483,0.40944239497184753,0.7184592485427856,,0.984454333782196,0.38655808568000793,0.748510479927063,,0.977274477481842,forward,96.72036537290873,1
48,1.6016000000000001,55.04918098449707,1080,1920,0.5384308695793152,0.5736696720123291,,0.9999035596847534,0.5875368118286133,0.6362876296043396,,0.9949074387550354,0.584105908870697,0.7199901938438416,,0.9888793230056763,0.6072916388511658,0.7496520280838013,,0.9837015867233276,forward,96.72690756611397,1,0.4503772258758545,0.5735484957695007,,0.9998818039894104,0.4010181427001953,0.6390390992164612,,0.9933531284332275,0.40958017110824585,0.7192563414573669,,0.9845385551452637,0.38682350516319275,0.7486850023269653,,0.9773320555686951,forward,100.14722101319234,1
