frame,timeframe,frame_processing_time_ms,left_hip_x,left_hip_y,left_hip_z,left_hip_conf,left_knee_x,left_knee_y,left_knee_z,left_knee_conf,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_conf,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_conf,left_foot_direction,left_knee_angle,left_knee_incorrect,right_hip_x,right_hip_y,right_hip_z,right_hip_conf,right_knee_x,right_knee_y,right_knee_z,right_knee_conf,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_conf,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_conf,right_foot_direction,right_knee_angle,right_knee_incorrect
0,0.0,287.72997856140137,,,,,,,,,,,,,,,,,,,,0.3927779793739319,0.4895389676094055,-0.19807761907577515,0.9999780654907227,0.4384046196937561,0.586426317691803,-0.12012338638305664,0.7084651589393616,0.3949272334575653,0.6797091364860535,0.001635637367144227,0.7229974865913391,0.4584307372570038,0.7070181965827942,-0.13193148374557495,0.6463689804077148,right,134.78647413924097,1
1,0.03336666666666667,134.28592681884766,,,,,,,,,,,,,,,,,,,,0.3927631974220276,0.4894642233848572,-0.18025609850883484,0.9999788999557495,0.43837207555770874,0.5864034295082092,-0.12198563665151596,0.7156315445899963,0.3951886296272278,0.6799765229225159,-0.03752569109201431,0.7285999655723572,0.4609869420528412,0.7070572972297668,-0.16055721044540405,0.657233476638794,right,133.65944200248202,1
2,0.06673333333333334,216.79377555847168,,,,,,,,,,,,,,,,,,,,0.39230749011039734,0.48934271931648254,-0.17605668306350708,0.9999791979789734,0.4341529905796051,0.5863965153694153,-0.12085732072591782,0.7086647152900696,0.39542078971862793,0.6808481216430664,-0.04063989594578743,0.722888708114624,0.46424752473831177,0.7071081399917603,-0.1710805892944336,0.655174970626831,right,136.1366170235573,1
3,0.10010000000000001,99.72405433654785,,,,,,,,,,,,,,,,,,,,0.39075255393981934,0.48903554677963257,-0.17910411953926086,0.9999797344207764,0.4265224039554596,0.5861731767654419,-0.12075517326593399,0.6966916918754578,0.3952104151248932,0.6821115016937256,-0.04774552583694458,0.711067795753479,0.4660429358482361,0.7071134448051453,-0.19683924317359924,0.6462593078613281,right,141.59968831589427,1
4,0.13346666666666668,95.63493728637695,,,,,,,,,,,,,,,,,,,,0.3907679617404938,0.4890346825122833,-0.18028095364570618,0.999980092048645,0.41943755745887756,0.5860309600830078,-0.08187375962734222,0.6806485652923584,0.39417409896850586,0.6838163137435913,-0.010309547185897827,0.6985207796096802,0.4673164188861847,0.7071029543876648,-0.18436548113822937,0.6345921754837036,right,149.98699463068183,1
5,0.16683333333333333,91.32981300354004,,,,,,,,,,,,,,,,,,,,0.3908044099807739,0.4893726110458374,-0.178360715508461,0.9999807476997375,0.41163304448127747,0.5864538550376892,-0.056416500359773636,0.6708599925041199,0.3921096920967102,0.6865413784980774,0.03640790656208992,0.6917168498039246,0.4673776626586914,0.7077050805091858,-0.12388267368078232,0.6285401582717896,right,156.41182342200142,1
6,0.20020000000000002,117.80595779418945,,,,,,,,,,,,,,,,,,,,0.3903758227825165,0.4903698265552521,-0.1730165332555771,0.9999815225601196,0.40416964888572693,0.5894871354103088,-0.0050076586194336414,0.6644340753555298,0.39097878336906433,0.6890867352485657,0.14086073637008667,0.6860373020172119,0.46749675273895264,0.7085177898406982,0.004250896628946066,0.6232305765151978,right,158.65659776655147,1
7,0.23356666666666667,100.24189949035645,,,,,,,,,,,,,,,,,,,,0.3886205554008484,0.490709513425827,-0.17098522186279297,0.9999827146530151,0.3999555706977844,0.5899703502655029,0.018903570249676704,0.6745290160179138,0.3904235363006592,0.6897844076156616,0.17942872643470764,0.6976729035377502,0.4676993191242218,0.7090559601783752,0.04213522747159004,0.6354192495346069,right,159.4893097174683,1
8,0.26693333333333336,95.80516815185547,,,,,,,,,,,,,,,,,,,,0.386429101228714,0.48958057165145874,-0.1724587380886078,0.9999840259552002,0.39871782064437866,0.5889921188354492,0.01102791354060173,0.6937913298606873,0.3902139365673065,0.6897763609886169,0.1445985734462738,0.7187153100967407,0.46885278820991516,0.7090653777122498,-0.009556710720062256,0.658884584903717,right,159.72751060847025,1
9,0.3003,97.73087501525879,,,,,,,,,,,,,,,,,,,,0.3848739266395569,0.48937442898750305,-0.16893699765205383,0.9999850392341614,0.39788538217544556,0.5884673595428467,0.010701365768909454,0.7069631814956665,0.3902634382247925,0.6896190047264099,0.13928131759166718,0.7357065081596375,0.46933576464653015,0.7090772986412048,-0.012179454788565636,0.6777983903884888,right,159.53455172974816,1
10,0.33366666666666667,94.51699256896973,,,,,,,,,,,,,,,,,,,,0.38478782773017883,0.4891514182090759,-0.16582991182804108,0.999985933303833,0.39708760380744934,0.5873848795890808,0.0019873958081007004,0.7188382148742676,0.39031296968460083,0.6893182992935181,0.11711552739143372,0.7520690560340881,0.4695231020450592,0.7090854048728943,-0.03472881019115448,0.6961830854415894,right,159.9706290748135,1
11,0.3670333333333333,94.24066543579102,,,,,,,,,,,,,,,,,,,,0.38482677936553955,0.4888867437839508,-0.16406786441802979,0.9999865889549255,0.39519202709198,0.5868757367134094,0.0022450885735452175,0.7229148745536804,0.3903316855430603,0.6891353726387024,0.11750493943691254,0.7623381614685059,0.46951067447662354,0.7092205286026001,-0.034587226808071136,0.7073203325271606,right,161.11881491099925,1
12,0.40040000000000003,95.83377838134766,,,,,,,,,,,,,,,,,,,,0.3851742744445801,0.4888366162776947,-0.16546034812927246,0.9999871253967285,0.39283475279808044,0.586555540561676,-0.007847820408642292,0.7256021499633789,0.39031949639320374,0.6889668703079224,0.10912812501192093,0.7686361074447632,0.46947017312049866,0.7097957134246826,-0.04155344143509865,0.7135553956031799,right,161.45022361384335,1
13,0.4337666666666667,96.91309928894043,,,,,,,,,,,,,,,,,,,,0.3855571448802948,0.48839959502220154,-0.16520638763904572,0.9999875426292419,0.39148762822151184,0.585423469543457,-0.011606315150856972,0.7282388210296631,0.3900434672832489,0.6888515949249268,0.10681477189064026,0.7753461599349976,0.46946990489959717,0.7100164890289307,-0.04972954839468002,0.7204258441925049,right,161.7935650448709,1
